step,epsilon,replay_size,fps,loss,td_error,grad_norm,learning_rate,loss_ma,spr_loss,cosine_similarity,ema_update_count
2000,0.991018,500,1770.4828627232307,,,,,,,,
4000,0.982018,1000,1521.7172753366701,,,,,,,,
6000,0.973018,1500,1252.4529531813926,,,,,,,,
8000,0.964018,2000,1069.689804789384,44.35376739501953,5.4653215408325195,1030.5897216796875,0.00025,44.35376739501953,,,
10000,0.955018,2500,1076.4671287474555,0.4068821370601654,0.48578155040740967,16.652799606323242,0.00025,22.38032476603985,,,
12000,0.946018,3000,1070.8260247009966,0.4694231450557709,0.5742639303207397,27.74526023864746,0.00025,15.076690892378489,,,
14000,0.937018,3500,1043.284461212729,0.3012259602546692,0.42778921127319336,11.05587100982666,0.00025,11.382824659347534,,,
16000,0.928018,4000,1072.5322135892563,0.30233821272850037,0.4387439489364624,14.441214561462402,0.00025,9.166727370023727,,,
18000,0.919018,4500,1075.6644580469977,0.28808891773223877,0.39849618077278137,13.23923397064209,0.00025,7.686954294641812,,,
20000,0.910018,5000,827.9647834498006,0.1776711344718933,0.3113669157028198,13.249592781066895,0.00025,6.614199557474682,,,
22000,0.901018,5500,782.645268698063,0.23142719268798828,0.3744340240955353,5.375164031982422,0.00025,5.816353011876345,,,
24000,0.892018,6000,1053.5586740541046,0.35398364067077637,0.4732823371887207,6.066378593444824,0.00025,5.2094230817423925,,,
26000,0.883018,6500,1059.0812921067297,0.32748550176620483,0.4487784504890442,6.988673210144043,0.00025,4.721229323744774,,,
28000,0.874018,7000,1037.2465449568901,0.26404106616973877,0.39560842514038086,6.348135471343994,0.00025,4.316030391237953,,,
30000,0.8650180000000001,7500,1047.3938850764555,0.25598999857902527,0.427692174911499,9.76395320892334,0.00025,3.9776936918497086,,,
32000,0.856018,8000,1059.865287593968,0.2079344093799591,0.3657028377056122,6.126709461212158,0.00025,3.6877122085828047,,,
34000,0.847018,8500,758.9295092620597,0.16615304350852966,0.31472253799438477,6.145933628082275,0.00025,3.4361722682203566,,,
36000,0.8380179999999999,9000,829.7064003727671,0.16345514357089996,0.3037368059158325,6.125856399536133,0.00025,3.2179911265770595,,,
38000,0.829018,9500,1034.2962474338663,0.27363693714141846,0.4127964377403259,14.463921546936035,0.00025,3.033968989737332,,,
40000,0.820018,10000,1049.2049983965387,0.25133639574050903,0.3814821243286133,4.669360160827637,0.00025,2.8702847195022247,,,
42000,0.811018,10500,47.719978889364995,0.1430981457233429,0.3043361306190491,2.942140579223633,0.00025,2.718774354292287,,,
44000,0.802018,11000,1034.278394050248,0.9333532452583313,0.5780179500579834,25.437162399291992,0.00025,2.624804822237868,,,
46000,0.793018,11500,1027.0953283038532,0.1618497520685196,0.29645657539367676,3.5015218257904053,0.00025,2.5016570687294006,,,
48000,0.784018,12000,1024.6545431181808,0.5312771201133728,0.47730135917663574,9.697253227233887,0.00025,2.407829452128637,,,
50000,0.775018,12500,736.89961155696,0.16332536935806274,0.326119065284729,11.149831771850586,0.00025,2.3058065392754297,,,
52000,0.766018,13000,825.544275509467,0.22224754095077515,0.40098685026168823,5.008382797241211,0.00025,2.2152170176091404,,,
54000,0.757018,13500,1025.5329163281785,0.3790709674358368,0.3688693940639496,9.116973876953125,0.00025,2.1387109321852527,,,
56000,0.7480180000000001,14000,1016.7976419955959,0.3083883225917816,0.3769059181213379,8.314314842224121,0.00025,2.065498027801514,,,
58000,0.739018,14500,1017.4978015246805,0.19446387887001038,0.3292334973812103,7.424644947052002,0.00025,1.9935351759195328,,,
60000,0.7300180000000001,15000,1006.8535011909008,0.1696176528930664,0.2749723494052887,3.995788812637329,0.00025,1.9259826750667006,,,
62000,0.7210179999999999,15500,855.1994714214541,0.0795682817697525,0.24522078037261963,6.813271522521973,0.00025,1.860039303877524,,,
64000,0.712018,16000,713.463218227545,0.32937297224998474,0.3418733477592468,6.734715938568115,0.00025,1.807257706235195,,,
66000,0.7030179999999999,16500,976.2458248091611,0.22654563188552856,0.3026580214500427,3.585935592651367,0.00025,1.7545673037568728,,,
68000,0.694018,17000,1007.9856767782364,0.2804641127586365,0.3958353102207184,4.784792900085449,0.00025,1.70701558791822,,,
70000,0.685018,17500,1001.8237651249436,0.11943519115447998,0.28543978929519653,2.3626291751861572,0.00025,1.6574037005193532,,,
72000,0.676018,18000,1005.2598554582324,0.12389209121465683,0.26899078488349915,5.212797164916992,0.00025,1.610933651752544,,,
74000,0.667018,18500,996.9920074086778,0.13479818403720856,0.29216134548187256,6.065937042236328,0.00025,1.5675179027020931,,,
76000,0.658018,19000,707.6712823376768,0.17393459379673004,0.32010379433631897,3.923877239227295,0.00025,1.5277012367333684,,,
78000,0.649018,19500,817.4832851012873,0.11994115263223648,0.279483437538147,2.876976490020752,0.00025,1.4885967899527814,,,
80000,0.640018,20000,981.6131715731481,0.2129090428352356,0.3549388647079468,11.947949409484863,0.00025,1.4541187427333884,,,
82000,0.631018,20500,48.27362481415023,0.12973541021347046,0.2997362017631531,3.808251142501831,0.00025,1.4192665497723378,,,
84000,0.622018,21000,984.1922353705583,0.16409417986869812,0.2988152503967285,8.131214141845703,0.00025,1.3870826428517318,,,
86000,0.6130180000000001,21500,992.2966548493979,0.3618691861629486,0.36859965324401855,5.025248050689697,0.00025,1.361452306434512,,,
88000,0.6040179999999999,22000,964.6602084655792,0.1062237024307251,0.24449250102043152,3.348546028137207,0.00025,1.3308369746295416,,,
