step,epsilon,replay_size,fps,loss,td_error,grad_norm,learning_rate,loss_ma,spr_loss,cosine_similarity,ema_update_count
2000,0.991018,500,1522.2449780263132,,,,,,,,
4000,0.982018,1000,3282.0975105130624,,,,,,,,
6000,0.973018,1500,3346.0995516120784,,,,,,,,
8000,0.964018,2000,2125.9377283259655,1.0625370740890503,0.9249376654624939,26.38593864440918,0.00025,1.0625370740890503,,,
10000,0.955018,2500,1302.1637667370944,0.03621605038642883,0.15437625348567963,1.889064908027649,0.00025,0.5493765622377396,,,
12000,0.946018,3000,1315.985793780143,0.023720301687717438,0.12589746713638306,1.462578535079956,0.00025,0.3741578087210655,,,
14000,0.937018,3500,1137.9838336070238,0.06374157220125198,0.16324123740196228,2.1962826251983643,0.00025,0.29655374959111214,,,
16000,0.928018,4000,1026.4979536995852,0.03279710188508034,0.1501242071390152,1.5745348930358887,0.00025,0.24380242004990577,,,
18000,0.919018,4500,1143.438673914463,0.04224551469087601,0.15207578241825104,2.2623331546783447,0.00025,0.21020960249006748,,,
20000,0.910018,5000,1303.9198542227512,0.018416156992316246,0.10258977115154266,1.3289819955825806,0.00025,0.1828105388475316,,,
22000,0.901018,5500,1308.8957265810777,0.014535319060087204,0.09846015274524689,0.9564362168312073,0.00025,0.16177613637410104,,,
24000,0.892018,6000,1302.599917762647,0.025393936783075333,0.11487042158842087,1.4173704385757446,0.00025,0.14662255864176485,,,
26000,0.883018,6500,1295.968436773359,0.05469966307282448,0.1674615442752838,2.3797104358673096,0.00025,0.13743026908487083,,,
28000,0.874018,7000,1284.3961012186332,0.04475098475813866,0.16468244791030884,1.8058955669403076,0.00025,0.12900487960062243,,,
30000,0.8650180000000001,7500,1242.8012974687388,0.030385194346308708,0.13273288309574127,1.4317243099212646,0.00025,0.1207865724960963,,,
32000,0.856018,8000,983.7310326234245,0.034008461982011795,0.1452621966600418,1.5877485275268555,0.00025,0.1141113332257821,,,
34000,0.847018,8500,992.4176881254141,0.033646032214164734,0.12994375824928284,1.944325566291809,0.00025,0.10836381172495228,,,
36000,0.8380179999999999,9000,1271.5874910204811,0.03783570975065231,0.12510663270950317,1.4075127840042114,0.00025,0.10366193825999896,,,
38000,0.829018,9500,1266.3139319156517,0.04743728041648865,0.1547587513923645,1.8392409086227417,0.00025,0.10014789714477956,,,
40000,0.820018,10000,1261.5859578876193,0.038993582129478455,0.14834555983543396,1.7083739042282104,0.00025,0.09655058449682068,,,
42000,0.811018,10500,6.957466360465341,0.08164052665233612,0.2064169943332672,2.0922679901123047,0.00025,0.09572224794990486,,,
